Date,Startup,type,SubVertical,city,Investors Name,investment type,Amount cr
2015-11-11,GINGERCRUSH,Product Customization Platform,Unknown,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,0.0
2015-11-11,DELIGHT FOODS,Branded Food products online sales,Unknown,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,8.4
2015-11-11,6DEGREE,Talent platform for Fashion professionals,Unknown,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,0.0
2015-11-11,RENEWBUY,Auto Insurance Online platform,Unknown,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,7.0
2015-11-11,GRAB,Hyperlocal Logistics Service Provider,Unknown,Mumbai,Sixth Sense Ventures,Seed Funding,0.0
2015-12-11,HITWICKET,Cricket Management Mobile Game,Unknown,Hyderabad,Chennai Angels,Seed Funding,3.5
,FLASHDOOR,On Demand Laundry Service platform,Unknown,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,0.0
,CASHKARO,Ecommerce Discount & Cashback coupons platform,Unknown,Gurgaon,Kalaari Capital,Private Equity,51.8
,ABSENTIA,Virtual Reality Headset creator,Unknown,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,2.52
,RENOWALA,Home Improvement Service platform,Unknown,Hyderabad,Logtally,Seed Funding,0.0
,TASKBUCKS,mobile-only tasks marketplace,Unknown,New Delhi,Times Internet,Private Equity,210.0
,CRAFTSVILLA,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,Unknown,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,476.0
,JULIA COMPUTING,Numerical Computing & Data Science Platform,Unknown,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,8.4
,STYLETAG,Designer fashion Jewellery Marketplace,Unknown,Bangalore,Jitu Virwani,Seed Funding,105.0
,SMYTTEN,Online Products Discovery Platform,Unknown,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,2.8
,BIBOX,Kids Tool kit for Innovation platform,Unknown,Bangalore,Ravi Krishnamurthy,Seed Funding,7.42
,CONVEGENIUS,Mobile Learning Solutions,Unknown,Noida / Singapore,Enablers platform,Seed Funding,4.2
,OLA,Car Aggregator & Retail Mobile App,Unknown,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,7000.0
,GOODBOX,conversational commerce mobile app,Unknown,Bangalore,Nexus Venture Partners,Private Equity,35.0
,SCOOPWHOOP,Viral Content web Platform,Unknown,New Delhi,Kalaari Capital,Private Equity,56.0
,HIPSHIP,Express local delivery platform,Unknown,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,0.0
,PICKRR,On-Demand Local Logistics provider,Unknown,New Delhi,Palaash Ventures,Seed Funding,0.0
,TRUELANCER,Curated Freelancer Marketplace,Unknown,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,0.0
,AHA TAXIS,Online Taxi Rental Platform,Unknown,Noida,ah! Ventures,Seed Funding,0.0
,URBANCLAP,Mobile Services Marketplace,Unknown,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,350.0
,SENSEGIZ,Smartwatch Maker,Unknown,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,7.0
,PLACEOFORIGIN,Online Gourmet Food Marketplace,Unknown,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,0.0
,FOURSEVEN,Online Jewellery etailer,Unknown,New Delhi,Indian Angel Network,Seed Funding,6.37
,MINDTICKLE,Sales & Productivity Software,Unknown,Pune / US,New Enterprise Associates,Private Equity,175.0
,SHOPSENSE,ecommerce related software product platform,Unknown,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,0.0
,MEDINFI,Health-Tech platform,Unknown,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,4.27
,OUWT,Nightlife Discovery Mobile App,Unknown,Mumbai,Undisclosed investors,Seed Funding,2.1
,HEYPILLOW,Online Real Estate Marketplace,Unknown,Bangalore,Hampton Capital,Private Equity,42.0
,HEALERS AT HOME,"Home Healthcare Services platform,",Unknown,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,0.0
,CARAVAN CRAFT,Indian Ethnic Crafts Etailer,Unknown,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,16.8
,TALKOOT,Social platform for traders and investors,Unknown,Bangalore,Undisclosed investors,Seed Funding,1.4
,RENTOMOJO,"Online Furniture, Home Appliances Rental Platform",Unknown,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,28.0
,MEDIKOE,Healthcare Services Discovery platform,Unknown,Bangalore,Anil Menon,Seed Funding,1.4
,STYLOFIE,Health and Beauty Services Marketplace,Unknown,Gurgaon,Swastika,Seed Funding,3.5
,SERVX,Automotive Services platform,Unknown,New Delhi,Manish Gupta,Seed Funding,0.0
,NAAPTOL,Online and TV Shopping Marketplace,Unknown,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,728.0
,CRAYON DATA,Big Data Analytics Platform,Unknown,Chennai/ Singapore,Ratan Tata,Private Equity,0.0
,EARLYSALARY,Mobile App based Loan disbursement platform,Unknown,Mumbai,Ashok Agarwal,Seed Funding,21.0
,TOOLER,On Demand Laundry Services App,Unknown,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,1.54
,S CHAND,Education Content Provider,Unknown,New Delhi,IFC Everstone Group,Private Equity,378.0
,STELAE,Content Management Software Solutions,Unknown,Chennai,Earlsfield Capital,Private Equity,0.0
,GOQII,Fitness Tracking Management Solutions,Unknown,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,187.6
,GROFERS,Hyper-local Grocery Delivery platform,Unknown,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,1680.0
,PLUSS,Hyperlocal healthcare product Delivery Service provider,Unknown,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,14.0
,KOUNTMONEY,Online Lending Marketplace,Unknown,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,0.0
,STAYGLAD,On Demand Beauty Services Platform,Unknown,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,0.0
,FASTUDENT,Education Content etailer,Unknown,Noida,Ashish Gupta,Seed Funding,0.0
,LEARNON,Clud based Learning platform,Unknown,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,0.0
,TALENTRACK,Talent Exchange & Talent Services Marketplace,Unknown,New Delhi,Unigrowth Inc,Seed Funding,0.0
,M-TAXI,Two-Wheeler Taxi Service,Unknown,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,0.0
,BAXI,Two-Wheeler Taxi Service,Unknown,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,20.3
,SUPERHERO BRANDS,character merchandize sales platform,Unknown,Mumbai,DSG Consumer Partners,Seed Funding,7.56
,MOMAGIC,Mobile Application Developer,Unknown,New Delhi,FIH Mobile Ltd,Private Equity,0.0
,QIKPOD,Ecommerce Delivery locker services,Unknown,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,126.0
,BUTTERFLY INTERACTIVE,extra curricular activities marketplace app,Unknown,New Delhi,Undisclosed investors,Seed Funding,0.0
,BRO4U,Hyperlocal Online Home services provider,Unknown,Bangalore,Sargod Ventures,Seed Funding,0.0
2015-01-10,INDIFI,Easy Business Loans platform,Unknown,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,0.0
2015-01-10,WYDR,Performance based Wholesale Marketplace,Unknown,New Delhi,Sandeep Aggarwal,Seed Funding,0.0
2015-01-10,EASYFIX,Professional Services Marketplace,Unknown,Gurgaon,Axilor Ventures,Seed Funding,0.0
2015-01-10,MUVIZZ,Movie-on-demand platform,Unknown,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,4.9
2015-01-10,ABHIBUS,us ticketing and fleet management platform,Unknown,Hyderabad,Paytm (One97 communications),Private Equity,0.0
2015-01-10,CLEARTAX,Online Income Tax Filing platform,Unknown,New Delhi,Paytm (One97 communications),Private Equity,0.0
2015-02-10,SHOPALYST,Product discovery & recommendation platform,Unknown,Bangalore,Kalaari Capital,Private Equity,28.0
2015-03-10,CHILLR,Mobile Payments App,Unknown,Mumbai,Sequoia Capital,Private Equity,84.0
2015-05-10,NYKAA,Beauty & Wellness Products e-tailer,Unknown,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,133.0
2015-05-10,VOYLLA,Fashion jewelry and accessories e-tailer,Unknown,Jaipur,Peepul Capital,Private Equity,210.0
2015-05-10,INDIALENDS,Online Consumer Lending platform,Unknown,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,14.0
2015-05-10,ROCK N SHOP,Premium Apparel shopping portal,Unknown,New Delhi,High Networth Individuals (undisclosed),Seed Funding,2.1
2015-06-10,DOCPLEXUS,Exclusive Platform for Doctors & Healthcare professionals,Unknown,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,9.8
2015-06-10,WORKINDIA,Job Board,Unknown,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,7.0
2015-06-10,SPORTZVILLAGE,Sports Management & Physical Education Business,Unknown,Bangalore,Gaja Capital Private Equity Fund,Private Equity,140.0
2015-06-10,SPORTYBEANS,multi-sport program for preschoolers,Unknown,Pune,YouWeCan Ventures,Seed Funding,0.0
2015-06-10,BURGER SINGH,QSR & Online delivery portal,Unknown,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,7.0
2015-06-10,WELCOME CURE,Online Homeopathy Clinic,Unknown,Mumbai,Unnamed Media house and HNIs,Private Equity,84.0
2015-07-10,SCHOOLGURU,E-Learning Service Provider,Unknown,Mumbai,High Networth Individuals from India & USA,Private Equity,42.0
2015-07-10,NATURALLY YOURS,Organic Food etailer,Unknown,Mumbai,Sanjay Mehta,Seed Funding,0.0
2015-07-10,GOJAVAS,Delivery & Logistics Service provider,Unknown,Gurgaon,Snapdeal,Private Equity,280.0
2015-07-10,SCANDID,Product Discovery & comparison App,Unknown,Pune,Micromax Informatics,Private Equity,0.0
2015-07-10,STALKBUYLOVE,Online Apparels Fashion brand,Unknown,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0.0
2015-08-10,ZUPERMEAL,Home Cooked Food marketplace & Delivery,Unknown,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,28.0
2015-08-10,CUBE26,Gesture based Mobile Development,Unknown,New Delhi,"Tiger Global Management, Flipkart",Private Equity,107.8
2015-08-10,MOBIKON,Hotel Mobile CRM Software platform,Unknown,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0.0
2015-08-10,GRABHOUSE,Rental Accommodation Search platform,Unknown,Bangalore,Sequoia and Kalaari Capital.,Private Equity,140.0
2015-08-10,QUIFERS,Logistics Tech Platform,Unknown,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,4.34
2015-09-10,STOCKROOM.IO,Developer Portfolio Showcase platform,Unknown,Hyderabad,Undisclosed Investors,Seed Funding,0.98
2015-09-10,CUROFY,Doctors Network Mobile App,Unknown,New Delhi,RoundGlass Partners,Private Equity,0.0
2015-09-10,CLOUD LENDING,End-to-End Lending platform,Unknown,Bangalore / San Mateo,SF Capital Group,Private Equity,112.0
2015-09-10,INAYO,on-demand healthcare marketplace,Unknown,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,4.2
2015-09-10,WONOBO,360-degree view creating platform,Unknown,Bangalore,Quikr,Private Equity,0.0
2015-09-10,KULZY,Advertising & Marketing Community Networking platform,Unknown,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,14.0
2015-09-10,ZEPPERY,Food Ordering & Delivery App,Unknown,New Delhi,Suyash Sharma,Seed Funding,1.078
2015-12-10,ZIFY,Ride Sharing platform,Unknown,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,2.66
2015-12-10,FAIRCENT,Online P2P lending marketplace,Unknown,Gurgaon,Aarin Capital Partners,Private Equity,0.0
2015-12-10,BIZONGO,B2B marketplace for industrial goods,Unknown,Mumbai,Accel Partners,Seed Funding,0.0
2015-12-10,GRIDLE,Cloud Based Collaboration platform,Unknown,Ahmedabad,LetsVenture,Seed Funding,1.4
2015-12-10,TRIPOTO,global community for travellers,Unknown,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0.0
2015-12-10,MUBBLE,Prepaid Bill manager App,Unknown,Bangalore,Accel Partners,Private Equity,0.0
,VOODOO,Mobile Only Shopping Assistant,Unknown,New Delhi,SAIF Partners,Seed Funding,14.0
,LOOKUP,Mobile Messaging Assistant App,Unknown,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,35.0
,ASKMYGIFT,Personalized Wish List creator app,Unknown,Noida,Turning Ideas,Seed Funding,0.7
,GAANA,Music Streaming mobile app,Unknown,Mumbai,Micromax Informatics Ltd,Private Equity,0.0
,ZAPPFRESH,Raw Meat & Ready to eat food etailer,Unknown,Gurgaon,Undisclosed Investors,Seed Funding,1.078
,GYMTREKKER,Gym Discovery platform,Unknown,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,0.0
,BOUNTY APP,Online Purchase rewards app,Unknown,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,0.0
,HOMERS.IN,Home rental platform,Unknown,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,0.0
,MSHIPPER,Crowdsourced Delivery platform,Unknown,New Delhi,Vijai Laxmi,Seed Funding,0.0
,BOLREALTY,Real Estate Insights platform,Unknown,New Delhi,Manpreet Singh,Seed Funding,0.0
,S-CUBE FUTURETECH,Structural & Civil Engg Service Automation,Unknown,Mumbai,Parampara Capital,Private Equity,14.0
,LETSVENTURE,Startup Funding Marketplace,Unknown,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,0.0
,CITRUS PAYMENT,Payments Solution platform,Unknown,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,350.0
,HOLIDIFY,Travel Destination Discovery platform,Unknown,New Delhi,Aarti Group,Seed Funding,1.4
,PRIMASELLER,Order Fulfillment SAAS platform,Unknown,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,0.0
,OPINIO,Last Mile Delivery Service,Unknown,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,98.0
,ATTUNE TECHNOLOGIES,Healthcare IT Solutions & services,Unknown,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,140.0
,ICHEF.IN,Gourmet Meals Delivery,Unknown,Mumbai,Springboard Ventures,Private Equity,0.0
,JIYO NATURAL,Healthy Meals Food delivery platform,Unknown,Bangalore,Indian Angel Network,Seed Funding,0.0
,AGENTDESKS,Real Estate Mobile CRM,Unknown,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,41.3
,WHITE OWL BREWERY,Micro-Brewery,Unknown,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,21.42
,MEALHOPPER,Home Made Food Marketplace,Unknown,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,1.4
,ZENIFY.IN,residential rental management platform,Unknown,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,8.96
,STOCKAL,Personalized Stock Intelligence Platform,Unknown,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,0.0
,MEDD,Personal Diagnostic Mobile App,Unknown,Mumbai,Group of Angel investors,Seed Funding,2.1
,LEAPING CARAVAN,Online food ordering & Delivery service,Unknown,Gurgaon,Group of Angel investors,Seed Funding,2.1
,FRSH,Online food ordering & Delivery service,Unknown,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,14.0
,QIK STAY,Hotel Aggregator & booking platform,Unknown,New Delhi,ID Enablers Pvt Ltd,Seed Funding,3.5
,PARCELLED,Online Logistics Platform,Unknown,Bangalore,Delhivery,Private Equity,70.0
,ALMAMAPPER,Online Student & Campus Social Networking platform,Unknown,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,5.6
,FLEXING IT,Professionals & Project Search Marketplace,Unknown,New Delhi,undisclosed private investors,Seed Funding,7.0
,NETMEDS,Online Pharmacy,Unknown,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,700.0
,RAZORPAY,Online Payment Gateway,Unknown,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,126.0
,JOMBAY,Psychometric Test Online Software,Unknown,Pune,Ventureworks India,Private Equity,0.0
,HAPPITOO,Location based Nightlife recommendation\\xc2\\xa0 Platform,Unknown,Mumbai,Unnamed investor,Seed Funding,1.078
,CARE24,Professional Health Services Platform,Unknown,Mumbai,India Quotient,Seed Funding,4.9
,ROADRUNNR,Hyperlocal Logistics Service,Unknown,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,140.0
,SIMPLI5D,Online user engagement platform,Unknown,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,0.0
,ORIGA LEASING,Asset Financing platform,Unknown,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,15.4
,SMARTIVITY.IN,Virtual Reality activity based learning platform,Unknown,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,2.8
,URDOORSTEP,Online Grocery Store,Unknown,Bangalore,Jupiter Capital,Private Equity,0.0
,TAVAGA,Investment management platform,Unknown,Mumbai,Tracxn Syndicate,Seed Funding,0.0
,MOGLIX,Industrial Toons Marketplace,Unknown,Noida,"Accel Partner, Jungle Ventures",Private Equity,0.0
,ZOPHOP,Public Commute helper App,Unknown,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,6.3
,NIKI.AI,Artificial Intelligence Ecommerce Chatbot,Unknown,Bangalore,Unilazer Ventures,Seed Funding,0.0
,INSTAVANS,Truck Aggregator & Logistics service,Unknown,Bangalore,Suresh Vaswani,Seed Funding,0.0
,LIFTO,Ridesharing Mobile app,Unknown,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,1.82
,TINYOWL,Food Discovery & Delivery Mobile app,Unknown,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,105.0
,TOPPR,Competitive exam learning platform,Unknown,Mumbai,InnoVen Capital,Private Equity,28.0
,KLEETO,Document Digitization platform,Unknown,Gurgaon,GREX,Seed Funding,3.22
,BEACONSTALK,proximity marketing & Mobile Advertising platform,Unknown,Mumbai,Puneet Bhatia & others,Seed Funding,1.12
,JUGNOO,Autorickshaw Aggregator & Booking platform,Unknown,Chandigarh,Paytm,Private Equity,140.0
2015-01-09,TOFLO,FinTech Startup Incubation platform,Unknown,Mumbai,Tania Johny Palathinkal,Seed Funding,1.4
2015-01-09,FXMARTINDIA,Payment Services platform,Unknown,Chandigarh,Flipkart,Private Equity,0.0
2015-01-09,STYLECRACKER,Personalized Styling platform,Unknown,Mumbai,Group of HNI investors,Private Equity,14.0
2015-01-09,LUXURYHUES,Luxury goods\\xc2\\xa0 Shopping Platform,Unknown,Gurgaon,Reliance Capital,Private Equity,12.6
2015-02-09,HOLACHEF,Food Delivery Platform,Unknown,Mumbai,Ratan Tata,Private Equity,0.0
2015-02-09,ZIVAME,Online Lingerie Marketplace,Unknown,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,560.0
2015-02-09,CAPILLARY TECH,Cloud software solutions,Unknown,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,630.0
2015-03-09,JOBSPIRE,Job Search Platform,Unknown,Bangalore,Purvi Capital,Seed Funding,3.64
2015-03-09,MERADOCTOR,Doctor consultancy Mobile App,Unknown,Mumbai,India Quotient & other investors,Seed Funding,0.0
2015-03-09,VISTAAR FINANCE,Small Business Financing (NBFC),Unknown,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,560.0
2015-03-09,HIJINNY,Beauty & Wellness Services Marketplace,Unknown,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0.0
2015-04-09,CLAPSNSLAPS,Online Movie Review Platform,Unknown,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,2.1
2015-04-09,BLUBOX,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Unknown,Mumbai,Ashish Jhalani,Seed Funding,1.4
2015-04-09,ROOMCENTRAL,Cloud-based Hotel Booking Platform,Unknown,Bangalore,Karanpal Singh,Seed Funding,28.0
2015-07-09,YOUTHKIAWAAZ,Community Driven News/Views Platform,Unknown,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,8.4
2015-07-09,PROZO,Study Material Marketplace,Unknown,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,2.87
2015-07-09,ZOMATO,Restaurant Ratings & Reviews platform,Unknown,Gurgaon,"Temasek, Vy Capital",Private Equity,840.0
